path,label,class,split
train/0_Normal/Normal (1440).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (542).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1094).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (354).jpg,1,1_Covid19,train
train/0_Normal/Normal (395).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2279).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (621).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (416).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1856).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2935).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2526).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2785).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2856).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (791).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3024).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2249).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1253).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (727).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2864).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1277).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (895).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1952).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (900).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2949).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2255).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3174).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (391).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2796).jpg,0,0_Normal,train
train/0_Normal/Normal (642).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (520).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2699).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2226).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (500).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (26).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1921).jpg,0,0_Normal,train
train/0_Normal/Normal (2441).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (364).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (785).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2443).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1230).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (213).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2821).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1990).jpg,0,0_Normal,train
train/0_Normal/Normal (1498).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (537).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2515).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2102).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2459).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1292).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2006).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (671).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1696).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1042).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1052).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1329).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2709).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3014).jpg,0,0_Normal,train
train/0_Normal/Normal (1492).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (281).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (666).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2375).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2126).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1180).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (87).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1515).jpg,0,0_Normal,train
train/0_Normal/Normal (592).jpg,0,0_Normal,train
train/0_Normal/Normal (934).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (510).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2335).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1828).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (576).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (463).jpg,1,1_Covid19,train
train/0_Normal/Normal (222).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (320).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2062).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1577).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (216).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1709).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2567).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (72).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1073).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1283).jpg,0,0_Normal,train
train/0_Normal/Normal (1537).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (21).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (472).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1893).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1053).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3004).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1582).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (214).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (105).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (430).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (516).jpg,0,0_Normal,train
validation/0_Normal/Normal (2965).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (724).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2088).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1099).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (574).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (73).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2444).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (58).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (904).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2516).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (252).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1294).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1818).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1768).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (676).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (927).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (565).jpg,0,0_Normal,train
validation/0_Normal/Normal (3205).jpg,0,0_Normal,train
train/0_Normal/Normal (894).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (351).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2784).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1347).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (136).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2599).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1212).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (648).jpg,0,0_Normal,train
train/0_Normal/Normal (1245).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (105).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1597).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (687).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (355).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1038).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (793).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (69).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2594).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2119).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (167).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2581).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (688).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (118).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (192).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1337).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (247).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2140).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2520).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (759).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (341).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (833).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2198).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1635).jpg,0,0_Normal,train
train/0_Normal/Normal (56).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2475).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (878).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1143).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1050).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2578).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1613).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (729).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1860).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (550).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2049).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1096).jpg,0,0_Normal,train
train/0_Normal/Normal (1508).jpg,0,0_Normal,train
validation/0_Normal/Normal (2768).jpg,0,0_Normal,train
validation/0_Normal/Normal (3016).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (18).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2736).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1063).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (823).jpg,1,1_Covid19,train
train/0_Normal/Normal (1428).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1458).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (928).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (649).jpg,1,1_Covid19,train
train/0_Normal/Normal (1308).jpg,0,0_Normal,train
train/0_Normal/Normal (1825).jpg,0,0_Normal,train
train/0_Normal/Normal (1511).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1083).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (516).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (329).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (324).jpg,1,1_Covid19,train
validation/0_Normal/Normal (3183).jpg,0,0_Normal,train
validation/0_Normal/Normal (2637).jpg,0,0_Normal,train
train/0_Normal/Normal (824).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1337).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2063).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (461).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (330).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (746).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (816).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (743).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1176).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (931).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (6).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1915).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1306).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2029).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (426).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1397).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (314).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (167).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (416).jpg,0,0_Normal,train
train/0_Normal/Normal (93).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (698).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2306).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (121).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1315).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (482).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1019).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (21).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1529).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1058).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (857).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2305).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2914).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (401).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (628).jpg,1,1_Covid19,train
train/0_Normal/Normal (2375).jpg,0,0_Normal,train
train/0_Normal/Normal (697).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (530).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2728).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (952).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (395).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (207).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (700).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (204).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1081).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (569).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (496).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (92).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1654).jpg,0,0_Normal,train
train/0_Normal/Normal (1506).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (651).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1562).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (487).jpg,0,0_Normal,train
train/0_Normal/Normal (2598).jpg,0,0_Normal,train
train/0_Normal/Normal (2259).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (785).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1824).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1363).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1590).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2318).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (440).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (427).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (311).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2783).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (911).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (368).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2715).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (873).jpg,1,1_Covid19,train
train/0_Normal/Normal (2163).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2732).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (525).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1314).jpg,0,0_Normal,train
train/0_Normal/Normal (1209).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (450).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1670).jpg,0,0_Normal,train
train/0_Normal/Normal (2126).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1165).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (293).jpg,0,0_Normal,train
train/0_Normal/Normal (2599).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2191).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (291).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2745).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2717).jpg,0,0_Normal,train
train/0_Normal/Normal (1855).jpg,0,0_Normal,train
train/0_Normal/Normal (1588).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2690).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1333).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (320).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1469).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1530).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (702).jpg,1,1_Covid19,train
train/0_Normal/Normal (1477).jpg,0,0_Normal,train
train/0_Normal/Normal (1857).jpg,0,0_Normal,train
train/0_Normal/Normal (1991).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2509).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (144).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (435).jpg,1,1_Covid19,train
train/0_Normal/Normal (1166).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2033).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1712).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2964).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (982).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (425).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2972).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2897).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (398).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (49).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (394).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (616).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (83).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (394).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (956).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1225).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (270).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2091).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1321).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1437).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1999).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1992).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2894).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (858).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1362).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (905).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (911).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (325).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1423).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2817).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1132).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3010).jpg,0,0_Normal,train
train/0_Normal/Normal (949).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2995).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2657).jpg,0,0_Normal,train
train/0_Normal/Normal (1788).jpg,0,0_Normal,train
validation/0_Normal/Normal (3044).jpg,0,0_Normal,train
train/0_Normal/Normal (1186).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (589).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1903).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2701).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (608).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (187).jpg,1,1_Covid19,train
train/0_Normal/Normal (1601).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (29).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1574).jpg,0,0_Normal,train
train/0_Normal/Normal (2475).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2175).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (929).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (424).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1132).jpg,1,1_Covid19,train
train/0_Normal/Normal (2282).jpg,0,0_Normal,train
validation/0_Normal/Normal (3172).jpg,0,0_Normal,train
validation/1_Covid19/COVID-19 (1072).jpg,1,1_Covid19,train
train/0_Normal/Normal (2236).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2466).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (228).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2779).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1682).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (579).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2820).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (200).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1292).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (378).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (475).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (34).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (850).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2956).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (204).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2271).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2589).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (9).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1943).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (116).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (194).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3247).jpg,0,0_Normal,train
validation/0_Normal/Normal (2892).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1897).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (115).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1491).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (864).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2239).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (186).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (61).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2102).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (179).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (47).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1710).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2938).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1236).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (699).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (798).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2604).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1302).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (801).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2617).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (400).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1565).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1490).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1649).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2800).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (202).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1361).jpg,2,2_Pneumonia,train
